country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Olympia,Xasthur,http://blocgame.com/alliancestats.php?allianceid=1568,459k active personnel,77 ships,Advanced,Gandhi-like,21 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$32353 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=chi,45891 km 2,http://blocgame.com/stats.php?id=51354,,
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,295k active personnel,51 ships,Advanced,Gandhi-like,27 factories,Standard,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$31885 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,83200 km 2,http://blocgame.com/stats.php?id=40270,9758 Mbbl,
Africanistan,Jacques Strahp,http://blocgame.com/alliancestats.php?allianceid=1568,86k active personnel,51 ships,Almost Modern,Gandhi-like,12 factories,Good,last online 53 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$29499 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,27075 km 2,http://blocgame.com/stats.php?id=40233,,
Morjei,FlairWoW,http://blocgame.com/alliancestats.php?allianceid=1568,160k active personnel,51 ships,Advanced,Gandhi-like,19 factories,Good,last online 12 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$29194 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,51408 km 2,http://blocgame.com/stats.php?id=53068,,
Cubania,General Fidelis,http://blocgame.com/alliancestats.php?allianceid=1393,150k active personnel,44 ships,Almost Modern,Gandhi-like,17 factories,Elite,last online 10 hours ago,rankings.php?subregion=mex,BAMF,$28754 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,40972 km 2,http://blocgame.com/stats.php?id=47349,,
Best Syria,Bashar Hafez al-Assad,http://blocgame.com/alliancestats.php?allianceid=1599,439k active personnel,91 ships,Advanced,Gandhi-like,19 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,Wreckage brothers,$28296 million,alliancestats.php?allianceid=1599,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,103642 km 2,http://blocgame.com/stats.php?id=52852,,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,307k active personnel,63 ships,Advanced,Gandhi-like,24 factories,Good,online now,rankings.php?subregion=pac,BAMF,$28164 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,74906 km 2,http://blocgame.com/stats.php?id=53451,,5%
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,178k active personnel,57 ships,Advanced,Gandhi-like,16 factories,Elite,last online 3 hours ago,rankings.php?subregion=saf,BAMF,$27843 million,alliancestats.php?allianceid=1393,Southern Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011,,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1835,346k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,SPQR,$27372 million,alliancestats.php?allianceid=1835,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,53431 km 2,http://blocgame.com/stats.php?id=40078,2468 Mbbl,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,Gandhi-like,17 factories,Elite,last online 14 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$27028 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,70 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Elite,last online 15 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$26763 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,278k active personnel,71 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 8 hours ago,rankings.php?subregion=car,The Federal Colonies,$26294 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,387 Mbbl,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,270k active personnel,56 ships,Advanced,Gandhi-like,16 factories,Good,last online 2 hours ago,rankings.php?subregion=egy,BAMF,$25718 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,698k active personnel,84 ships,Advanced,Gandhi-like,40 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$25587 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,135519 km 2,http://blocgame.com/stats.php?id=47945,368 Mbbl,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,45 ships,Advanced,Gandhi-like,19 factories,Standard,last online 24 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$24702 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,293k active personnel,44 ships,Advanced,Gandhi-like,12 factories,Elite,last online 23 hours ago,rankings.php?subregion=chi,BAMF,$23898 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,410 Mbbl,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,339k active personnel,84 ships,Persian Gulf War surplus,Gandhi-like,15 factories,Elite,last online 17 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$23639 million,alliancestats.php?allianceid=1568,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,15%
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,434k active personnel,61 ships,Advanced,Nice,18 factories,Good,last online 7 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$23505 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,74296 km 2,http://blocgame.com/stats.php?id=47662,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,27 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,online now,rankings.php?subregion=pac,Brotherhood of Nod,$23372 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Good,last online 4 hours ago,rankings.php?subregion=ind,The Federal Colonies,$22706 million,alliancestats.php?allianceid=1401,East Indies,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,41 ships,Advanced,Gandhi-like,11 factories,Elite,last online 25 hours ago,rankings.php?subregion=mex,The Federal Colonies,$22406 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,212 Mbbl,45%
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,519k active personnel,13 ships,Persian Gulf War surplus,Gandhi-like,24 factories,Standard,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$22267 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,475 Mbbl,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,123k active personnel,45 ships,Almost Modern,Gandhi-like,8 factories,Standard,online now,rankings.php?subregion=car,The Federal Colonies,$22318 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,14 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,BAMF,$21638 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 6 hours ago,rankings.php?subregion=ama,The High Council,$21432 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,544k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 7 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$20698 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,Gandhi-like,8 factories,Elite,last online 15 hours ago,rankings.php?subregion=pac,The Federal Colonies,$21463 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,5%
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Standard,last online 6 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20941 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,63 ships,Advanced,Gandhi-like,19 factories,Elite,last online 5 hours ago,rankings.php?subregion=ama,BAMF,$20802 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,34k active personnel,0 ships,Advanced,Nice,13 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$20466 million,alliancestats.php?allianceid=1401,Caribbean,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45065 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,304k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,16 factories,Good,last online 19 hours ago,rankings.php?subregion=sub,BAMF,$20189 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,278k active personnel,51 ships,Advanced,Gandhi-like,14 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$20192 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,299k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Good,online now,rankings.php?subregion=mes,Brotherhood of Nod,$20005 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,3395 Mbbl,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,349k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 7 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$19696 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,1148 Mbbl,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,185k active personnel,32 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 13 hours ago,rankings.php?subregion=ama,BAMF,$19605 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,498k active personnel,18 ships,Advanced,Gandhi-like,22 factories,Good,last online 6 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$19351 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,385k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Good,last online 5 hours ago,rankings.php?subregion=per,Inter/pol/,$18721 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,3323 Mbbl,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,269k active personnel,51 ships,Advanced,Gandhi-like,18 factories,Elite,last online 18 hours ago,rankings.php?subregion=ara,BAMF,$18448 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=ara,93895 km 2,http://blocgame.com/stats.php?id=53748,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,37 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 12 hours ago,rankings.php?subregion=mes,BAMF,$18219 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,1325 Mbbl,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,149k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$18197 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,483 Mbbl,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,233k active personnel,47 ships,Advanced,Good,20 factories,Poor,online now,rankings.php?subregion=waf,The High Council,$18095 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 27 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$17827 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,39 ships,Almost Modern,Gandhi-like,10 factories,Elite,last online 15 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$17840 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,63 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 12 hours ago,rankings.php?subregion=per,The Federal Colonies,$17788 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 15 hours ago,rankings.php?subregion=ara,BAMF,$17694 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,64 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 2 hours ago,rankings.php?subregion=pac,BAMF,$17577 million,alliancestats.php?allianceid=1393,Pacific Rim,,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,1005k active personnel,71 ships,Advanced,Nice,22 factories,Elite,last online 5 hours ago,rankings.php?subregion=egy,SPQR,$16363 million,alliancestats.php?allianceid=1835,Egypt,,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,79474 km 2,http://blocgame.com/stats.php?id=49868,1897 Mbbl,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,278k active personnel,33 ships,Almost Modern,Gandhi-like,14 factories,Elite,last online 12 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17352 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 12 hours ago,rankings.php?subregion=chi,BAMF,$17341 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,325k active personnel,52 ships,Advanced,Gandhi-like,15 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17068 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,3251 Mbbl,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,54 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Elite,last online 188 hours ago,rankings.php?subregion=con,BAMF,$17037 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,41581 km 2,http://blocgame.com/stats.php?id=40443,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,162k active personnel,31 ships,Almost Modern,Gandhi-like,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,Wreckage brothers,$15929 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,54846 km 2,http://blocgame.com/stats.php?id=40242,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,598k active personnel,80 ships,Advanced,Nice,15 factories,Good,last online 3 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16662 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,16 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,2266 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,227k active personnel,44 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Poor,last online 125 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$16674 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$15602 million,alliancestats.php?allianceid=1393,Arabia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,43797 km 2,http://blocgame.com/stats.php?id=39037,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,359k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,BAMF,$16173 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,190k active personnel,25 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 45 hours ago,rankings.php?subregion=eaf,Inter/pol/,$16213 million,alliancestats.php?allianceid=1644,East Africa,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,42 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Standard,last online 15 hours ago,rankings.php?subregion=atl,BAMF,$16119 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,5%
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,241k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15969 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,258k active personnel,41 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 17 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15874 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,3509 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,232k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Standard,last online 9 hours ago,rankings.php?subregion=pac,BAMF,$15523 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,41 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15519 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,320 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,269k active personnel,52 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,SPQR,$15419 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,258k active personnel,32 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Poor,last online 9 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15272 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,329k active personnel,68 ships,Advanced,Gandhi-like,14 factories,Elite,online now,rankings.php?subregion=ara,Wreckage brothers,$15273 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ara,41039 km 2,http://blocgame.com/stats.php?id=52844,,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,260k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,online now,rankings.php?subregion=chi,The High Council,$15159 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,35%
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,223k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,Inter/pol/,$15296 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,,
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 16 hours ago,rankings.php?subregion=ara,BAMF,$14968 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,2 Tons,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,3290 Mbbl,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,263k active personnel,50 ships,Persian Gulf War surplus,Isolated,17 factories,Standard,last online 5 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$14871 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,66k active personnel,1 ships,Almost Modern,Normal,3 factories,Good,last online 111 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$14734 million,alliancestats.php?allianceid=1568,China,Untapped,Large,,http://blocgame.com/rankings.php?subregion=chi,10798 km 2,http://blocgame.com/stats.php?id=40577,,
