country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1835,821k active personnel,55 ships,Advanced,21 factories,Elite,last online 12 hours ago,rankings.php?subregion=egy,SPQR,$23017 million,alliancestats.php?allianceid=1835,Egypt,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,65 ships,Persian Gulf War surplus,15 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$23067 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,14 factories,Elite,online now,rankings.php?subregion=con,Brotherhood of Zion,$22965 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1835,240k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 21 hours ago,rankings.php?subregion=egy,SPQR,$22606 million,alliancestats.php?allianceid=1835,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,2375 Mbbl,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,259k active personnel,77 ships,Almost Modern,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$22206 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,10%
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,51 ships,Persian Gulf War surplus,19 factories,Elite,online now,rankings.php?subregion=ama,BAMF,$21911 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,125k active personnel,34 ships,Advanced,12 factories,Elite,last online 26 hours ago,rankings.php?subregion=chi,BAMF,$21690 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,500k active personnel,47 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=mes,Brotherhood of Zion,$20222 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,50986 km 2,http://blocgame.com/stats.php?id=40270,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,43 ships,Advanced,18 factories,Standard,last online 41 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$21258 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,26 ships,Persian Gulf War surplus,12 factories,Elite,last online 7 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20737 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Good,last online 6 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20672 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,12 Mbbl,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Good,last online 32 hours ago,rankings.php?subregion=ama,The High Council,$20648 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,458k active personnel,13 ships,Persian Gulf War surplus,20 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$20546 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Standard,last online 3 hours ago,rankings.php?subregion=sub,BAMF,$20321 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,52 ships,Advanced,12 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,The Federal Colonies,$19838 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,30 ships,Advanced,11 factories,Good,online now,rankings.php?subregion=mex,The Federal Colonies,$19789 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,35%
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,591k active personnel,76 ships,Advanced,35 factories,Good,online now,rankings.php?subregion=chi,Brotherhood of Zion,$19774 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,121408 km 2,http://blocgame.com/stats.php?id=47945,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,111k active personnel,42 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=car,The Federal Colonies,$19394 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,22 ships,Advanced,5 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,The Federal Colonies,$18621 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,280 Mbbl,5%
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,210k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$17470 million,alliancestats.php?allianceid=1393,Pacific Rim,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,49696 km 2,http://blocgame.com/stats.php?id=52235,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,10 ships,Almost Modern,17 factories,Good,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$17738 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,458k active personnel,18 ships,Persian Gulf War surplus,20 factories,Standard,last online 1 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17470 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$17470 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,390k active personnel,65 ships,Advanced,15 factories,Elite,last online 12 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17123 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,24 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,167k active personnel,26 ships,Persian Gulf War surplus,8 factories,Good,last online 7 hours ago,rankings.php?subregion=ama,BAMF,$16961 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,56 ships,Advanced,19 factories,Elite,last online 4 hours ago,rankings.php?subregion=waf,BAMF,$16620 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,48 ships,Persian Gulf War surplus,9 factories,Elite,last online 18 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$16562 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,245k active personnel,25 ships,Persian Gulf War surplus,11 factories,Good,last online 15 hours ago,rankings.php?subregion=mes,BAMF,$16555 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,138k active personnel,0 ships,Advanced,13 factories,Poor,last online 39 hours ago,rankings.php?subregion=car,The Federal Colonies,$16573 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45979 km 2,http://blocgame.com/stats.php?id=44573,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,53 ships,Advanced,14 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$16441 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,93456 km 2,http://blocgame.com/stats.php?id=53748,4248 Mbbl,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,7k active personnel,17 ships,Almost Modern,10 factories,Good,last online 74 hours ago,rankings.php?subregion=car,Wreckage brothers,$16169 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,56162 km 2,http://blocgame.com/stats.php?id=40242,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,121k active personnel,26 ships,Persian Gulf War surplus,16 factories,Good,last online 1 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16137 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,55 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,BAMF,$15734 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,351 Mbbl,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,286k active personnel,40 ships,Persian Gulf War surplus,12 factories,Good,online now,rankings.php?subregion=pac,Brotherhood of Nod,$15556 million,alliancestats.php?allianceid=1580,Pacific Rim,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,62446 km 2,http://blocgame.com/stats.php?id=35958,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,216k active personnel,51 ships,Persian Gulf War surplus,15 factories,Standard,online now,rankings.php?subregion=ind,The High Council,$15641 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=ind,62559 km 2,http://blocgame.com/stats.php?id=40238,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,last online 26 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15472 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,50 ships,Persian Gulf War surplus,5 factories,Elite,last online 53 hours ago,rankings.php?subregion=con,BAMF,$15298 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,The Federal Colonies,$15226 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 8 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$15222 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,34 ships,Persian Gulf War surplus,10 factories,Good,last online 140 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$15182 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,367 Mbbl,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,224k active personnel,28 ships,Persian Gulf War surplus,11 factories,Good,last online 3 hours ago,rankings.php?subregion=chi,BAMF,$15120 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,425 Mbbl,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,209k active personnel,13 ships,Persian Gulf War surplus,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=ara,BAMF,$15113 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,2333 Mbbl,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,118k active personnel,33 ships,Persian Gulf War surplus,9 factories,Elite,last online 5 hours ago,rankings.php?subregion=ara,BAMF,$15137 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,8270 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,191k active personnel,22 ships,Persian Gulf War surplus,7 factories,Elite,last online 1 hours ago,rankings.php?subregion=eaf,Inter/pol/,$15034 million,alliancestats.php?allianceid=1644,East Africa,,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1594,130k active personnel,36 ships,Persian Gulf War surplus,21 factories,Elite,last online 1 hours ago,rankings.php?subregion=egy,The Cartel,$15046 million,alliancestats.php?allianceid=1594,Egypt,,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,80637 km 2,http://blocgame.com/stats.php?id=42299,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,309k active personnel,49 ships,Persian Gulf War surplus,16 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,BAMF,$14928 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3238 Mbbl,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,254k active personnel,12 ships,Persian Gulf War surplus,12 factories,Elite,last online 15 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14821 million,alliancestats.php?allianceid=1580,Mesopotamia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,59033 km 2,http://blocgame.com/stats.php?id=56860,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,294k active personnel,53 ships,Advanced,13 factories,Standard,online now,rankings.php?subregion=ara,Wreckage brothers,$14659 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,3014 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,242k active personnel,51 ships,Persian Gulf War surplus,10 factories,Elite,last online 15 hours ago,rankings.php?subregion=car,SPQR,$14501 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,194k active personnel,55 ships,Persian Gulf War surplus,12 factories,Good,last online 7 hours ago,rankings.php?subregion=per,The Federal Colonies,$14521 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2369 Mbbl,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,267k active personnel,44 ships,Advanced,14 factories,Good,online now,rankings.php?subregion=per,Inter/pol/,$14465 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,83465 km 2,http://blocgame.com/stats.php?id=54220,,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$14235 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,176k active personnel,24 ships,Almost Modern,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13954 million,alliancestats.php?allianceid=1568,Southern Cone,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,222k active personnel,22 ships,Advanced,8 factories,Good,last online 2 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13927 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,2586 Mbbl,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,384k active personnel,38 ships,Persian Gulf War surplus,12 factories,Standard,last online 2 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13741 million,alliancestats.php?allianceid=1599,Mesoamerica,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Good,last online 25 hours ago,rankings.php?subregion=atl,BAMF,$13751 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,3121 Mbbl,5%
Bear Country,Kowalski,http://blocgame.com/alliancestats.php?allianceid=1580,101k active personnel,5 ships,Second World War surplus,3 factories,Elite,last online 11 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$13724 million,alliancestats.php?allianceid=1580,Persia,,Mediocre,,http://blocgame.com/rankings.php?subregion=per,22521 km 2,http://blocgame.com/stats.php?id=54578,2973 Mbbl,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,110k active personnel,20 ships,Persian Gulf War surplus,9 factories,Standard,last online 3 hours ago,rankings.php?subregion=chi,Wreckage brothers,$13714 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,197k active personnel,32 ships,Persian Gulf War surplus,8 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13658 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,5%
Rodan,Rodgun,http://blocgame.com/alliancestats.php?allianceid=1580,29k active personnel,41 ships,Persian Gulf War surplus,10 factories,Standard,last online 117 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$13668 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,33623 km 2,http://blocgame.com/stats.php?id=52317,,
