country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,uranium,oil_reserves,reactor
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,445k active personnel,58 ships,Advanced,Gandhi-like,19 factories,Elite,last online 1 hours ago,rankings.php?subregion=ama,BAMF,$20576 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,318k active personnel,12 ships,Advanced,Gandhi-like,14 factories,Good,last online 6 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$20377 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,65193 km 2,http://blocgame.com/stats.php?id=56860,,2795 Mbbl,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,201k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Good,last online 13 hours ago,rankings.php?subregion=ama,BAMF,$20053 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,359k active personnel,35 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 70 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$19949 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,1 Tons,276 Mbbl,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,513k active personnel,18 ships,Advanced,Gandhi-like,24 factories,Elite,last online 5 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$19654 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,1 Tons,4074 Mbbl,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,308k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,17 factories,Elite,last online 2 hours ago,rankings.php?subregion=sub,BAMF,$19581 million,alliancestats.php?allianceid=1393,The Subcontinent,Plentiful,Powerful,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,114k active personnel,47 ships,Persian Gulf War surplus,Gandhi-like,12 factories,Elite,last online 7 hours ago,rankings.php?subregion=per,The Federal Colonies,$18794 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35248 km 2,http://blocgame.com/stats.php?id=48914,,267 Mbbl,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1595,245k active personnel,51 ships,Advanced,Gandhi-like,20 factories,Poor,online now,rankings.php?subregion=waf,The High Council,$18783 million,alliancestats.php?allianceid=1595,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,386k active personnel,55 ships,Advanced,Gandhi-like,15 factories,Good,last online 10 hours ago,rankings.php?subregion=per,Inter/pol/,$18771 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,87765 km 2,http://blocgame.com/stats.php?id=54220,,2795 Mbbl,
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1568,917k active personnel,76 ships,Advanced,Angelic,26 factories,Elite,last online 5 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$18682 million,alliancestats.php?allianceid=1568,Egypt,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,96687 km 2,http://blocgame.com/stats.php?id=49868,29 Tons,4322 Mbbl,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,39 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 34 hours ago,rankings.php?subregion=mes,BAMF,$18539 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24759 km 2,http://blocgame.com/stats.php?id=49652,,1181 Mbbl,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,198k active personnel,65 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,last online 4 hours ago,rankings.php?subregion=per,The Federal Colonies,$18367 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2 Tons,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,43 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,BAMF,$18174 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,238k active personnel,50 ships,Persian Gulf War surplus,Gandhi-like,10 factories,Elite,last online 52 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$18007 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,65 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$17861 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,,,
Kajima,Angelus,http://blocgame.com/alliancestats.php?allianceid=1580,278k active personnel,35 ships,Almost Modern,Gandhi-like,14 factories,Elite,last online 17 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17789 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48262 km 2,http://blocgame.com/stats.php?id=46908,,,
Skanonia,Beefy,http://blocgame.com/alliancestats.php?allianceid=1568,554k active personnel,51 ships,Persian Gulf War surplus,Gandhi-like,19 factories,Standard,last online 56 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$17788 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,28436 km 2,http://blocgame.com/stats.php?id=44384,,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,258k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Good,last online 20 hours ago,rankings.php?subregion=chi,BAMF,$17780 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,345k active personnel,53 ships,Advanced,Gandhi-like,15 factories,Elite,last online 27 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17348 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,63843 km 2,http://blocgame.com/stats.php?id=7511,,2931 Mbbl,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,138k active personnel,45 ships,Persian Gulf War surplus,Gandhi-like,6 factories,Good,last online 39 hours ago,rankings.php?subregion=atl,BAMF,$16551 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,30742 km 2,http://blocgame.com/stats.php?id=2570,,,5%
OnlyJuanOvue,BigGuyBane,http://blocgame.com/alliancestats.php?allianceid=1599,247k active personnel,54 ships,Persian Gulf War surplus,Gandhi-like,13 factories,Elite,online now,rankings.php?subregion=ara,Wreckage brothers,$16438 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,68339 km 2,http://blocgame.com/stats.php?id=52889,,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,555k active personnel,80 ships,Advanced,Questionable,15 factories,Good,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$16323 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,124208 km 2,http://blocgame.com/stats.php?id=52362,14 Tons,2527 Mbbl,
bro dude,guy man,http://blocgame.com/alliancestats.php?allianceid=1568,278k active personnel,43 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 13 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$16174 million,alliancestats.php?allianceid=1568,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,56539 km 2,http://blocgame.com/stats.php?id=49465,,3109 Mbbl,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,359k active personnel,51 ships,Advanced,Gandhi-like,17 factories,Elite,online now,rankings.php?subregion=ara,BAMF,$16037 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,230k active personnel,44 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 28 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$15825 million,alliancestats.php?allianceid=1568,Southern Cone,,Very Powerful,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,304 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,244k active personnel,28 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Good,last online 13 hours ago,rankings.php?subregion=pac,BAMF,$15816 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,200k active personnel,16 ships,Persian Gulf War surplus,Gandhi-like,8 factories,Good,last online 49 hours ago,rankings.php?subregion=ara,BAMF,$15778 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,43797 km 2,http://blocgame.com/stats.php?id=39037,,,
Iranzamin,Lord of War,http://blocgame.com/alliancestats.php?allianceid=1644,233k active personnel,53 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 4 hours ago,rankings.php?subregion=per,Inter/pol/,$15694 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,50924 km 2,http://blocgame.com/stats.php?id=49556,,,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,223k active personnel,36 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 11 hours ago,rankings.php?subregion=car,SPQR,$15536 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,50599 km 2,http://blocgame.com/stats.php?id=228,,,
Kardazar,Mahmud Ali,http://blocgame.com/alliancestats.php?allianceid=1393,259k active personnel,20 ships,Persian Gulf War surplus,Gandhi-like,14 factories,Standard,last online 20 hours ago,rankings.php?subregion=ara,BAMF,$15448 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,32670 km 2,http://blocgame.com/stats.php?id=55305,2 Tons,3090 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,348k active personnel,68 ships,Advanced,Gandhi-like,14 factories,Elite,last online 3 hours ago,rankings.php?subregion=ara,Wreckage brothers,$15380 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,41234 km 2,http://blocgame.com/stats.php?id=52844,1 Tons,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,309k active personnel,50 ships,Persian Gulf War surplus,Good,17 factories,Elite,online now,rankings.php?subregion=chi,Brotherhood of Nod,$15360 million,alliancestats.php?allianceid=1580,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,151k active personnel,31 ships,Almost Modern,Gandhi-like,11 factories,Elite,online now,rankings.php?subregion=car,Wreckage brothers,$15270 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,53756 km 2,http://blocgame.com/stats.php?id=40242,,,
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1599,271k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Good,last online 1 hours ago,rankings.php?subregion=chi,Wreckage brothers,$15255 million,alliancestats.php?allianceid=1599,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,31809 km 2,http://blocgame.com/stats.php?id=39065,,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,383k active personnel,61 ships,Persian Gulf War surplus,Gandhi-like,17 factories,Standard,last online 1 hours ago,rankings.php?subregion=ind,The High Council,$15070 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,72751 km 2,http://blocgame.com/stats.php?id=40238,4 Tons,1691 Mbbl,
QonoS,Tmonsta,http://blocgame.com/alliancestats.php?allianceid=1595,250k active personnel,34 ships,Persian Gulf War surplus,Gandhi-like,11 factories,Elite,last online 3 hours ago,rankings.php?subregion=chi,The High Council,$14980 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34576 km 2,http://blocgame.com/stats.php?id=44539,,,35%
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,158k active personnel,15 ships,Persian Gulf War surplus,Gandhi-like,5 factories,Good,last online 10 hours ago,rankings.php?subregion=ind,Wreckage brothers,$14846 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,,
Markovia,RDM HC,http://blocgame.com/alliancestats.php?allianceid=1401,218k active personnel,31 ships,Almost Modern,Gandhi-like,8 factories,Elite,last online 2 hours ago,rankings.php?subregion=car,The Federal Colonies,$14581 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,38053 km 2,http://blocgame.com/stats.php?id=58369,,,
Bourbon Island,Gypsy Danger,http://blocgame.com/alliancestats.php?allianceid=1568,256k active personnel,9 ships,Persian Gulf War surplus,Gandhi-like,9 factories,Elite,last online 13 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$14556 million,alliancestats.php?allianceid=1568,Egypt,,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,34351 km 2,http://blocgame.com/stats.php?id=41247,,2262 Mbbl,
Best Istan,Glorious Leader,http://blocgame.com/alliancestats.php?allianceid=1568,9k active personnel,1 ships,Almost Modern,Good,3 factories,Elite,last online 33 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$14434 million,alliancestats.php?allianceid=1568,China,Near Depletion,None,http://blocgame.com/rankings.php?subregion=chi,10798 km 2,http://blocgame.com/stats.php?id=40577,,,
Pompeii,Lykos,http://blocgame.com/alliancestats.php?allianceid=1835,3k active personnel,2 ships,Advanced,Angelic,10 factories,Elite,online now,rankings.php?subregion=per,SPQR,$14391 million,alliancestats.php?allianceid=1835,Persia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=per,42729 km 2,http://blocgame.com/stats.php?id=39021,,4119 Mbbl,
