country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,reactor,uranium
Good Jobs,Mongoloid Manager,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,11 ships,Almost Modern,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=sea,Brotherhood of Zion,$7429 million,alliancestats.php?allianceid=1568,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,37481 km 2,http://blocgame.com/stats.php?id=57865,303 Mbbl,,
Marslavia,Surveyvon,http://blocgame.com/alliancestats.php?allianceid=1393,151k active personnel,0 ships,Vietnam War surplus,5 factories,Good,last online 88 hours ago,rankings.php?subregion=waf,BAMF,$7279 million,alliancestats.php?allianceid=1393,West Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,15249 km 2,http://blocgame.com/stats.php?id=56758,,,
Chaouenne,pyrignis,http://blocgame.com/alliancestats.php?allianceid=1595,94k active personnel,14 ships,Almost Modern,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=atl,The High Council,$7309 million,alliancestats.php?allianceid=1595,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,13258 km 2,http://blocgame.com/stats.php?id=42019,14907 Mbbl,5%,
Sqynet,robosax,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,4 ships,Advanced,8 factories,Good,last online 3 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$7131 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,98507 km 2,http://blocgame.com/stats.php?id=52255,,,57 Tons
Swadia,SonnyJack,http://blocgame.com/alliancestats.php?allianceid=1580,397k active personnel,1 ships,Advanced,15 factories,Good,last online 2 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5988 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,100659 km 2,http://blocgame.com/stats.php?id=40011,1316 Mbbl,,
Kuto,AKMB,http://blocgame.com/alliancestats.php?allianceid=1401,135k active personnel,0 ships,Almost Modern,6 factories,Poor,last online 6 hours ago,rankings.php?subregion=per,The Federal Colonies,$7261 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,15721 km 2,http://blocgame.com/stats.php?id=40095,,,
Shiba,Dogtown33,http://blocgame.com/alliancestats.php?allianceid=1644,116k active personnel,0 ships,Vietnam War surplus,7 factories,Good,last online 1 hours ago,rankings.php?subregion=pac,Inter/pol/,$7223 million,alliancestats.php?allianceid=1644,Pacific Rim,Plentiful,Large,http://blocgame.com/rankings.php?subregion=pac,50639 km 2,http://blocgame.com/stats.php?id=56250,55 Mbbl,,
Rararaland,Whiskertoes,http://blocgame.com/alliancestats.php?allianceid=1810,7k active personnel,6 ships,Almost Modern,3 factories,Good,last online 112 hours ago,rankings.php?subregion=ara,EUN,$5965 million,alliancestats.php?allianceid=1810,Arabia,,Large,http://blocgame.com/rankings.php?subregion=ara,8039 km 2,http://blocgame.com/stats.php?id=49272,4037 Mbbl,,
Pegasus,hoy18883,http://blocgame.com/alliancestats.php?allianceid=1599,73k active personnel,4 ships,Korean War surplus,2 factories,Good,last online 79 hours ago,rankings.php?subregion=ara,Wreckage brothers,$7168 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,7101 km 2,http://blocgame.com/stats.php?id=57829,5823 Mbbl,,
Banglakok,Maotin,http://blocgame.com/alliancestats.php?allianceid=1393,70k active personnel,3 ships,Korean War surplus,4 factories,Elite,last online 8 hours ago,rankings.php?subregion=ara,BAMF,$7643 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ara,22902 km 2,http://blocgame.com/stats.php?id=58044,14529 Mbbl,,
Burlmenia,Nathan Barlow,http://blocgame.com/alliancestats.php?allianceid=1382,72k active personnel,13 ships,Vietnam War surplus,6 factories,Good,last online 6 hours ago,rankings.php?subregion=ama,Non-Aligned Movement,$7065 million,alliancestats.php?allianceid=1382,Amazonia,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,26021 km 2,http://blocgame.com/stats.php?id=57957,,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,17k active personnel,32 ships,Advanced,4 factories,Undisciplined Rabble,last online 36 hours ago,rankings.php?subregion=atl,Wreckage brothers,$7179 million,alliancestats.php?allianceid=1599,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,24169 km 2,http://blocgame.com/stats.php?id=53422,,,
Imaginary Land,Chet Manly,http://blocgame.com/alliancestats.php?allianceid=1595,123k active personnel,13 ships,Korean War surplus,5 factories,Elite,last online 21 hours ago,rankings.php?subregion=pac,The High Council,$6928 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23885 km 2,http://blocgame.com/stats.php?id=58961,,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,272k active personnel,52 ships,Persian Gulf War surplus,9 factories,Good,last online 2 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6812 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50842 km 2,http://blocgame.com/stats.php?id=52679,,5%,
Treehouse,Number One,http://blocgame.com/alliancestats.php?allianceid=1595,133k active personnel,3 ships,Korean War surplus,5 factories,Elite,last online 13 hours ago,rankings.php?subregion=sea,The High Council,$7005 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,16011 km 2,http://blocgame.com/stats.php?id=58889,,,
DFWEFWEF,dmc5,http://blocgame.com/alliancestats.php?allianceid=1644,155k active personnel,50 ships,Almost Modern,13 factories,Standard,last online 5 hours ago,rankings.php?subregion=ara,Inter/pol/,$8478 million,alliancestats.php?allianceid=1644,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,52116 km 2,http://blocgame.com/stats.php?id=55118,,,
Boro,Speedy13,http://blocgame.com/alliancestats.php?allianceid=1568,93k active personnel,11 ships,Second World War surplus,5 factories,Good,last online 10 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$6893 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,34016 km 2,http://blocgame.com/stats.php?id=59257,489 Mbbl,5%,
BerkeVille,VintageTanker,http://blocgame.com/alliancestats.php?allianceid=1568,64k active personnel,3 ships,Second World War surplus,4 factories,Elite,last online 5 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$6903 million,alliancestats.php?allianceid=1568,Southern Africa,,Somewhat Large,http://blocgame.com/rankings.php?subregion=saf,41264 km 2,http://blocgame.com/stats.php?id=59187,,,
Tendo,Takehiro,http://blocgame.com/alliancestats.php?allianceid=1382,99k active personnel,8 ships,Korean War surplus,4 factories,Standard,last online 3 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$6823 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,19901 km 2,http://blocgame.com/stats.php?id=58802,143 Mbbl,,
Stargaze,The Head,http://blocgame.com/alliancestats.php?allianceid=1393,40k active personnel,18 ships,Korean War surplus,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=chi,BAMF,$5662 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,25332 km 2,http://blocgame.com/stats.php?id=58264,,,
Tr�pico,rumsod,http://blocgame.com/alliancestats.php?allianceid=1386,6k active personnel,4 ships,Korean War surplus,3 factories,Good,last online 37 hours ago,rankings.php?subregion=car,Che Guevara League,$6574 million,alliancestats.php?allianceid=1386,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,5890 km 2,http://blocgame.com/stats.php?id=1,,,
Kosan,Whitearcher8,http://blocgame.com/alliancestats.php?allianceid=1595,70k active personnel,5 ships,Korean War surplus,3 factories,Good,online now,rankings.php?subregion=ind,The High Council,$6693 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,30761 km 2,http://blocgame.com/stats.php?id=59227,51 Mbbl,,
Steel Beams,spacebunneh,http://blocgame.com/alliancestats.php?allianceid=1595,131k active personnel,7 ships,Vietnam War surplus,6 factories,Poor,last online 121 hours ago,rankings.php?subregion=gra,The High Council,$6408 million,alliancestats.php?allianceid=1595,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,15283 km 2,http://blocgame.com/stats.php?id=55509,,,
Bermuda,London J. Collins,http://blocgame.com/alliancestats.php?allianceid=1393,115k active personnel,4 ships,Almost Modern,4 factories,Elite,last online 13 hours ago,rankings.php?subregion=car,BAMF,$6057 million,alliancestats.php?allianceid=1393,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,72166 km 2,http://blocgame.com/stats.php?id=58252,,,
I Am Mad,I Am Mad,http://blocgame.com/alliancestats.php?allianceid=1644,230k active personnel,51 ships,Vietnam War surplus,5 factories,Good,last online 11 hours ago,rankings.php?subregion=mes,Inter/pol/,$6247 million,alliancestats.php?allianceid=1644,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,39603 km 2,http://blocgame.com/stats.php?id=58303,,,
MumbosMountain,Mumbo Jumbo,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,21 ships,Persian Gulf War surplus,7 factories,Elite,last online 2 hours ago,rankings.php?subregion=mex,Non-Aligned Movement,$6345 million,alliancestats.php?allianceid=1382,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,52541 km 2,http://blocgame.com/stats.php?id=54444,,,
Junoma,VicReyes,http://blocgame.com/alliancestats.php?allianceid=1568,47k active personnel,12 ships,Korean War surplus,3 factories,Elite,last online 28 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$6600 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Large,http://blocgame.com/rankings.php?subregion=con,26228 km 2,http://blocgame.com/stats.php?id=40349,365 Mbbl,,
Tuchankaa,Toquisador,http://blocgame.com/alliancestats.php?allianceid=1595,138k active personnel,12 ships,Almost Modern,3 factories,Elite,last online 92 hours ago,rankings.php?subregion=chi,The High Council,$6060 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,9345 km 2,http://blocgame.com/stats.php?id=47573,,,
king's landing,mannisbaratheon,http://blocgame.com/alliancestats.php?allianceid=1644,139k active personnel,22 ships,Almost Modern,4 factories,Elite,last online 54 hours ago,rankings.php?subregion=sub,Inter/pol/,$6214 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,40168 km 2,http://blocgame.com/stats.php?id=55616,,,
Urosia,Lance Moroe,http://blocgame.com/alliancestats.php?allianceid=1644,33k active personnel,13 ships,Almost Modern,4 factories,Elite,last online 26 hours ago,rankings.php?subregion=saf,Inter/pol/,$6240 million,alliancestats.php?allianceid=1644,Southern Africa,,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,19216 km 2,http://blocgame.com/stats.php?id=57637,119 Mbbl,,
Granola,Granola Empire,http://blocgame.com/alliancestats.php?allianceid=1835,4k active personnel,14 ships,Almost Modern,3 factories,Elite,last online 61 hours ago,rankings.php?subregion=waf,SPQR,$5110 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=waf,19428 km 2,http://blocgame.com/stats.php?id=50172,,,
Subcon,Sybalus,http://blocgame.com/alliancestats.php?allianceid=1580,34k active personnel,16 ships,Vietnam War surplus,3 factories,Elite,last online 13 hours ago,rankings.php?subregion=eaf,Brotherhood of Nod,$6353 million,alliancestats.php?allianceid=1580,East Africa,,Large,http://blocgame.com/rankings.php?subregion=eaf,11120 km 2,http://blocgame.com/stats.php?id=53099,,,
Bruce Man,Bat Wayn,http://blocgame.com/alliancestats.php?allianceid=1393,222k active personnel,6 ships,Almost Modern,8 factories,Good,last online 38 hours ago,rankings.php?subregion=ara,BAMF,$6173 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,42976 km 2,http://blocgame.com/stats.php?id=59564,5344 Mbbl,,
Aroucia,Pleeb,http://blocgame.com/alliancestats.php?allianceid=1401,5k active personnel,5 ships,Korean War surplus,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=mex,The Federal Colonies,$5273 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,27196 km 2,http://blocgame.com/stats.php?id=59585,,,
Ralpenio,Ghjhdd,http://blocgame.com/alliancestats.php?allianceid=1595,64k active personnel,12 ships,Vietnam War surplus,3 factories,Elite,last online 16 hours ago,rankings.php?subregion=pac,The High Council,$6115 million,alliancestats.php?allianceid=1595,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,10234 km 2,http://blocgame.com/stats.php?id=53369,,,
Caballos,T�mas,http://blocgame.com/alliancestats.php?allianceid=1875,157k active personnel,-1 ships,Korean War surplus,4 factories,Standard,last online 7 hours ago,rankings.php?subregion=sub,The Triad,$6111 million,alliancestats.php?allianceid=1875,The Subcontinent,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=sub,8910 km 2,http://blocgame.com/stats.php?id=5261,401 Mbbl,,
Shadeistan,Colonel Gaddafi,http://blocgame.com/alliancestats.php?allianceid=1644,61k active personnel,9 ships,Vietnam War surplus,4 factories,Elite,last online 12 hours ago,rankings.php?subregion=chi,Inter/pol/,$6255 million,alliancestats.php?allianceid=1644,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,29861 km 2,http://blocgame.com/stats.php?id=59361,,,
Histalaxia,Sir William the First,http://blocgame.com/alliancestats.php?allianceid=1810,6k active personnel,13 ships,Persian Gulf War surplus,5 factories,Good,last online 11 hours ago,rankings.php?subregion=pac,EUN,$5294 million,alliancestats.php?allianceid=1810,Pacific Rim,Plentiful,None,http://blocgame.com/rankings.php?subregion=pac,13837 km 2,http://blocgame.com/stats.php?id=51506,,,
Lorigan,Lorigan,http://blocgame.com/alliancestats.php?allianceid=1595,130k active personnel,10 ships,Second World War surplus,4 factories,Good,last online 2 hours ago,rankings.php?subregion=ama,The High Council,$6176 million,alliancestats.php?allianceid=1595,Amazonia,Plentiful,Large,http://blocgame.com/rankings.php?subregion=ama,29198 km 2,http://blocgame.com/stats.php?id=59787,,,
Dragon Stone,Mannis,http://blocgame.com/alliancestats.php?allianceid=1644,194k active personnel,23 ships,Almost Modern,7 factories,Elite,last online 54 hours ago,rankings.php?subregion=sub,Inter/pol/,$5906 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,31085 km 2,http://blocgame.com/stats.php?id=54852,,,
Reim,Azrael,http://blocgame.com/alliancestats.php?allianceid=1595,179k active personnel,14 ships,Vietnam War surplus,6 factories,Good,last online 9 hours ago,rankings.php?subregion=pac,The High Council,$5976 million,alliancestats.php?allianceid=1595,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,39793 km 2,http://blocgame.com/stats.php?id=41073,,,
Yummy Foods,iiruka,http://blocgame.com/alliancestats.php?allianceid=1382,347k active personnel,51 ships,Advanced,18 factories,Elite,online now,rankings.php?subregion=pac,Non-Aligned Movement,$5778 million,alliancestats.php?allianceid=1382,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,123626 km 2,http://blocgame.com/stats.php?id=54376,2870 Mbbl,,
DynamicMemes,mememan69,http://blocgame.com/alliancestats.php?allianceid=1580,158k active personnel,22 ships,Vietnam War surplus,5 factories,Elite,last online 7 hours ago,rankings.php?subregion=saf,Brotherhood of Nod,$5815 million,alliancestats.php?allianceid=1580,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,25710 km 2,http://blocgame.com/stats.php?id=57005,,5%,
FallenTrees,GhostAleII,http://blocgame.com/alliancestats.php?allianceid=1382,100k active personnel,8 ships,Second World War surplus,5 factories,Elite,online now,rankings.php?subregion=ind,Non-Aligned Movement,$5875 million,alliancestats.php?allianceid=1382,East Indies,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,37503 km 2,http://blocgame.com/stats.php?id=59160,,,
Ishtar,Magnus Magnus,http://blocgame.com/alliancestats.php?allianceid=1580,189k active personnel,33 ships,Almost Modern,7 factories,Elite,last online 10 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$6718 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,29052 km 2,http://blocgame.com/stats.php?id=55882,,,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=1595,63k active personnel,3 ships,Vietnam War surplus,5 factories,Good,last online 62 hours ago,rankings.php?subregion=mes,The High Council,$6030 million,alliancestats.php?allianceid=1595,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,17287 km 2,http://blocgame.com/stats.php?id=40536,,,
Lebensraum,morrison1916,http://blocgame.com/alliancestats.php?allianceid=1644,149k active personnel,1 ships,Vietnam War surplus,5 factories,Elite,online now,rankings.php?subregion=sub,Inter/pol/,$5882 million,alliancestats.php?allianceid=1644,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,32083 km 2,http://blocgame.com/stats.php?id=3646,,,
Arabic Union,Comrade Izy,http://blocgame.com/alliancestats.php?allianceid=1835,10k active personnel,1 ships,Second World War surplus,5 factories,Good,last online 119 hours ago,rankings.php?subregion=mes,SPQR,$5979 million,alliancestats.php?allianceid=1835,Mesopotamia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,43840 km 2,http://blocgame.com/stats.php?id=59855,,,
The Wired,LAIN,http://blocgame.com/alliancestats.php?allianceid=1599,319k active personnel,20 ships,Advanced,14 factories,Standard,last online 4 hours ago,rankings.php?subregion=ara,Wreckage brothers,$5684 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,61784 km 2,http://blocgame.com/stats.php?id=53298,3415 Mbbl,5%,
M�rg,albertps,http://blocgame.com/alliancestats.php?allianceid=1382,151k active personnel,11 ships,Almost Modern,11 factories,Standard,online now,rankings.php?subregion=ind,Non-Aligned Movement,$5701 million,alliancestats.php?allianceid=1382,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,67186 km 2,http://blocgame.com/stats.php?id=58356,,,
woosha,blaatje,http://blocgame.com/alliancestats.php?allianceid=1644,420k active personnel,51 ships,Advanced,14 factories,Elite,last online 7 hours ago,rankings.php?subregion=egy,Inter/pol/,$5563 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,82890 km 2,http://blocgame.com/stats.php?id=58158,341 Mbbl,,
Taggart,Dagny,http://blocgame.com/alliancestats.php?allianceid=1401,83k active personnel,6 ships,Almost Modern,5 factories,Elite,online now,rankings.php?subregion=gui,The Federal Colonies,$5617 million,alliancestats.php?allianceid=1401,Guinea,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,51679 km 2,http://blocgame.com/stats.php?id=59387,,,
One Star,Neku,http://blocgame.com/alliancestats.php?allianceid=1595,178k active personnel,10 ships,Vietnam War surplus,6 factories,Good,last online 13 hours ago,rankings.php?subregion=per,The High Council,$5469 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,39160 km 2,http://blocgame.com/stats.php?id=57783,4011 Mbbl,,
Derpkins,Mr. Derp,http://blocgame.com/alliancestats.php?allianceid=1952,22k active personnel,12 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 17 hours ago,rankings.php?subregion=pac,The Eastern Sea,$4822 million,alliancestats.php?allianceid=1952,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,23183 km 2,http://blocgame.com/stats.php?id=59737,,,
Seilomn,Charlie,http://blocgame.com/alliancestats.php?allianceid=1401,145k active personnel,5 ships,Second World War surplus,6 factories,Standard,last online 34 hours ago,rankings.php?subregion=gui,The Federal Colonies,$5681 million,alliancestats.php?allianceid=1401,Guinea,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=gui,46490 km 2,http://blocgame.com/stats.php?id=59997,3252 Mbbl,,
switzerdouch,yaboimtndew,http://blocgame.com/alliancestats.php?allianceid=1595,5k active personnel,0 ships,Second World War surplus,3 factories,Undisciplined Rabble,last online 179 hours ago,rankings.php?subregion=mex,The High Council,$5686 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Large,http://blocgame.com/rankings.php?subregion=mex,20490 km 2,http://blocgame.com/stats.php?id=58997,,,
That One Place,That One Guy,http://blocgame.com/alliancestats.php?allianceid=1599,367k active personnel,15 ships,Almost Modern,4 factories,Elite,last online 36 hours ago,rankings.php?subregion=per,Wreckage brothers,$5472 million,alliancestats.php?allianceid=1599,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,40054 km 2,http://blocgame.com/stats.php?id=56980,,,
Umbrella corp,Miss. Parks,http://blocgame.com/alliancestats.php?allianceid=1595,121k active personnel,15 ships,Almost Modern,5 factories,Elite,last online 25 hours ago,rankings.php?subregion=chi,The High Council,$5456 million,alliancestats.php?allianceid=1595,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,33586 km 2,http://blocgame.com/stats.php?id=54467,,,
Gillen,Gillen,http://blocgame.com/alliancestats.php?allianceid=1580,140k active personnel,0 ships,Second World War surplus,4 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=ara,Brotherhood of Nod,$5467 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,17027 km 2,http://blocgame.com/stats.php?id=54335,1447 Mbbl,,
Ketroyla,Erolvant,http://blocgame.com/alliancestats.php?allianceid=1580,107k active personnel,9 ships,Vietnam War surplus,3 factories,Good,last online 1 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$5454 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sea,15692 km 2,http://blocgame.com/stats.php?id=55951,,,
Nofuksgiven,Zippy,http://blocgame.com/alliancestats.php?allianceid=1382,145k active personnel,15 ships,Vietnam War surplus,6 factories,Elite,last online 3 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$5619 million,alliancestats.php?allianceid=1382,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,40947 km 2,http://blocgame.com/stats.php?id=58858,326 Mbbl,,
Bloodied Stools,cowds,http://blocgame.com/alliancestats.php?allianceid=1595,61k active personnel,4 ships,Vietnam War surplus,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=gra,The High Council,$5568 million,alliancestats.php?allianceid=1595,Gran Colombia,Plentiful,Somewhat Large,http://blocgame.com/rankings.php?subregion=gra,12984 km 2,http://blocgame.com/stats.php?id=56997,,,
LOLOLOL,LOLOLOL,http://blocgame.com/alliancestats.php?allianceid=1595,66k active personnel,13 ships,Korean War surplus,3 factories,Good,last online 12 hours ago,rankings.php?subregion=gui,The High Council,$5518 million,alliancestats.php?allianceid=1595,Guinea,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=gui,28800 km 2,http://blocgame.com/stats.php?id=59107,,,
Waiwud Iwanem,Hasaki Enkou,http://blocgame.com/alliancestats.php?allianceid=1899,148k active personnel,7 ships,Almost Modern,7 factories,Good,last online 12 hours ago,rankings.php?subregion=ind,ASEANG,$5382 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,23498 km 2,http://blocgame.com/stats.php?id=54484,,,
Clownaland,Clowny,http://blocgame.com/alliancestats.php?allianceid=1568,101k active personnel,2 ships,Almost Modern,7 factories,Poor,last online 50 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$5562 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,67211 km 2,http://blocgame.com/stats.php?id=46942,,,
Awesomeria,killbodies,http://blocgame.com/alliancestats.php?allianceid=1568,89k active personnel,48 ships,Almost Modern,11 factories,Elite,online now,rankings.php?subregion=saf,Brotherhood of Zion,$5240 million,alliancestats.php?allianceid=1568,Southern Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,56803 km 2,http://blocgame.com/stats.php?id=57755,107 Mbbl,,
Andalusia,Michaelion,http://blocgame.com/alliancestats.php?allianceid=1393,106k active personnel,9 ships,Second World War surplus,5 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,BAMF,$5437 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=pac,40607 km 2,http://blocgame.com/stats.php?id=46668,,,
Parz,Charles8,http://blocgame.com/alliancestats.php?allianceid=1595,46k active personnel,4 ships,Second World War surplus,5 factories,Elite,online now,rankings.php?subregion=mes,The High Council,$5516 million,alliancestats.php?allianceid=1595,Mesopotamia,Near Depletion,Somewhat Large,http://blocgame.com/rankings.php?subregion=mes,31287 km 2,http://blocgame.com/stats.php?id=59868,2611 Mbbl,,
Kutlesh,Kutlesh,http://blocgame.com/alliancestats.php?allianceid=1382,11k active personnel,19 ships,Almost Modern,6 factories,Elite,last online 85 hours ago,rankings.php?subregion=egy,Non-Aligned Movement,$5493 million,alliancestats.php?allianceid=1382,Egypt,Near Depletion,None,http://blocgame.com/rankings.php?subregion=egy,49463 km 2,http://blocgame.com/stats.php?id=54847,,,
Gīlān,Kuchik Gul,http://blocgame.com/alliancestats.php?allianceid=1704,50k active personnel,-1 ships,Korean War surplus,3 factories,Elite,last online 1 hours ago,rankings.php?subregion=per,Kekolutionaries,$4611 million,alliancestats.php?allianceid=1704,Persia,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=per,2261 km 2,http://blocgame.com/stats.php?id=54430,,,
Daphnestan,Daoapin,http://blocgame.com/alliancestats.php?allianceid=1595,58k active personnel,5 ships,Korean War surplus,6 factories,Good,last online 5 hours ago,rankings.php?subregion=ind,The High Council,$5277 million,alliancestats.php?allianceid=1595,East Indies,Depleted,Powerful,http://blocgame.com/rankings.php?subregion=ind,47759 km 2,http://blocgame.com/stats.php?id=59475,,,
Fanding,Flingflan,http://blocgame.com/alliancestats.php?allianceid=1595,68k active personnel,8 ships,Korean War surplus,5 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,The High Council,$6298 million,alliancestats.php?allianceid=1595,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,23458 km 2,http://blocgame.com/stats.php?id=59415,4304 Mbbl,,
Cena Nation WWE,John Cena of WWE,http://blocgame.com/alliancestats.php?allianceid=1644,179k active personnel,20 ships,Almost Modern,7 factories,Good,last online 41 hours ago,rankings.php?subregion=egy,Inter/pol/,$5007 million,alliancestats.php?allianceid=1644,Egypt,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,39085 km 2,http://blocgame.com/stats.php?id=55959,2879 Mbbl,,
