country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,118k active personnel,27 ships,Almost Modern,10 factories,Elite,online now,rankings.php?subregion=ama,The High Council,$18951 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,1 Tons
Death1812,Death1812,http://blocgame.com/alliancestats.php?allianceid=1576,222k active personnel,59 ships,Persian Gulf War surplus,12 factories,Good,last online 5 hours ago,rankings.php?subregion=con,The Last Phoenix,$18833 million,alliancestats.php?allianceid=1576,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,35225 km 2,http://blocgame.com/stats.php?id=50027,,
LOCAI,Agumentic,http://blocgame.com/alliancestats.php?allianceid=1393,86k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 4 hours ago,rankings.php?subregion=saf,BAMF,$18688 million,alliancestats.php?allianceid=1393,Southern Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,47483 km 2,http://blocgame.com/stats.php?id=53011,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Persian Gulf War surplus,12 factories,Elite,last online 5 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$18519 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,35 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$18361 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,412k active personnel,13 ships,Almost Modern,19 factories,Elite,last online 11 hours ago,rankings.php?subregion=chi,BAMF,$18155 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,196k active personnel,18 ships,Persian Gulf War surplus,12 factories,Elite,last online 6 hours ago,rankings.php?subregion=chi,BAMF,$17783 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,27793 km 2,http://blocgame.com/stats.php?id=46030,624 Mbbl,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,17 ships,Persian Gulf War surplus,12 factories,Elite,last online 35 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$17618 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,38 Mbbl,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,275k active personnel,19 ships,Advanced,17 factories,Good,last online 34 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$17615 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,3 Tons
Ardon,Frontrox,http://blocgame.com/alliancestats.php?allianceid=1393,140k active personnel,14 ships,Almost Modern,7 factories,Good,last online 19 hours ago,rankings.php?subregion=ind,BAMF,$17565 million,alliancestats.php?allianceid=1393,East Indies,,Powerful,http://blocgame.com/rankings.php?subregion=ind,22437 km 2,http://blocgame.com/stats.php?id=43237,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,877k active personnel,62 ships,Advanced,29 factories,Good,last online 8 hours ago,rankings.php?subregion=chi,Brotherhood of Zion,$17101 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,112317 km 2,http://blocgame.com/stats.php?id=47945,,2 Tons
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,279k active personnel,51 ships,Persian Gulf War surplus,12 factories,Good,last online 7 hours ago,rankings.php?subregion=ind,The Federal Colonies,$17169 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,259k active personnel,58 ships,Advanced,15 factories,Elite,online now,rankings.php?subregion=atl,Wreckage brothers,$17134 million,alliancestats.php?allianceid=1599,Atlas,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,81968 km 2,http://blocgame.com/stats.php?id=53422,,
Zanzabarland,Taza,http://blocgame.com/alliancestats.php?allianceid=1393,229k active personnel,51 ships,Persian Gulf War surplus,13 factories,Elite,last online 8 hours ago,rankings.php?subregion=per,BAMF,$17047 million,alliancestats.php?allianceid=1393,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,45730 km 2,http://blocgame.com/stats.php?id=40078,,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,245k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,last online 11 hours ago,rankings.php?subregion=sub,BAMF,$16130 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=sub,41632 km 2,http://blocgame.com/stats.php?id=49792,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,209k active personnel,13 ships,Advanced,9 factories,Elite,last online 10 hours ago,rankings.php?subregion=mex,The Federal Colonies,$16800 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,
Kennethland,Kenneth,http://blocgame.com/alliancestats.php?allianceid=1568,201k active personnel,43 ships,Advanced,13 factories,Elite,last online 11 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$16396 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,69987 km 2,http://blocgame.com/stats.php?id=47662,,
Yulai,SupremeSoviet,http://blocgame.com/alliancestats.php?allianceid=1393,292k active personnel,51 ships,Persian Gulf War surplus,18 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$16412 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,67826 km 2,http://blocgame.com/stats.php?id=53451,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,259k active personnel,51 ships,Persian Gulf War surplus,16 factories,Good,online now,rankings.php?subregion=congo,Brotherhood of Zion,$15794 million,alliancestats.php?allianceid=1568,Congo,,Very Powerful,http://blocgame.com/rankings.php?subregion=congo,62089 km 2,http://blocgame.com/stats.php?id=52440,,
Newfoundland,Gohlper,http://blocgame.com/alliancestats.php?allianceid=1644,19k active personnel,20 ships,Persian Gulf War surplus,8 factories,Elite,last online 71 hours ago,rankings.php?subregion=car,Inter/pol/,$15823 million,alliancestats.php?allianceid=1644,Caribbean,,Very Powerful,http://blocgame.com/rankings.php?subregion=car,24629 km 2,http://blocgame.com/stats.php?id=52486,,
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,99k active personnel,33 ships,Almost Modern,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=car,The Federal Colonies,$15673 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,289k active personnel,21 ships,Persian Gulf War surplus,19 factories,Standard,last online 30 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15620 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,133263 km 2,http://blocgame.com/stats.php?id=49526,2557 Mbbl,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,102k active personnel,11 ships,Persian Gulf War surplus,5 factories,Good,last online 17 hours ago,rankings.php?subregion=pac,The Federal Colonies,$15535 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,,
Dovelantis,Kenneth Hon,http://blocgame.com/alliancestats.php?allianceid=1576,14k active personnel,30 ships,Almost Modern,12 factories,Good,last online 28 hours ago,rankings.php?subregion=pac,The Last Phoenix,$15471 million,alliancestats.php?allianceid=1576,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,33653 km 2,http://blocgame.com/stats.php?id=51767,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,166k active personnel,20 ships,Persian Gulf War surplus,10 factories,Elite,last online 13 hours ago,rankings.php?subregion=mes,BAMF,$15278 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,24854 km 2,http://blocgame.com/stats.php?id=49652,399 Mbbl,1 Tons
Krakozhia,Ilyich,http://blocgame.com/alliancestats.php?allianceid=1644,133k active personnel,24 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=chi,Inter/pol/,$15215 million,alliancestats.php?allianceid=1644,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,34504 km 2,http://blocgame.com/stats.php?id=39065,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,348k active personnel,18 ships,Persian Gulf War surplus,16 factories,Elite,last online 11 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$15054 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,2228 Mbbl,1 Tons
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,44 ships,Persian Gulf War surplus,10 factories,Good,last online 9 hours ago,rankings.php?subregion=per,The Federal Colonies,$14666 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,3426 Mbbl,1 Tons
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,239k active personnel,0 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=car,The Federal Colonies,$14498 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,46443 km 2,http://blocgame.com/stats.php?id=44573,294 Mbbl,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,214k active personnel,51 ships,Persian Gulf War surplus,11 factories,Good,online now,rankings.php?subregion=pac,BAMF,$14379 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,19 Mbbl,
Savannah,Watersfall,http://blocgame.com/alliancestats.php?allianceid=1576,7k active personnel,25 ships,Almost Modern,12 factories,Elite,last online 3 hours ago,rankings.php?subregion=pac,The Last Phoenix,$14063 million,alliancestats.php?allianceid=1576,Pacific Rim,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53997 km 2,http://blocgame.com/stats.php?id=49817,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1393,190k active personnel,51 ships,Persian Gulf War surplus,18 factories,Standard,online now,rankings.php?subregion=waf,BAMF,$13902 million,alliancestats.php?allianceid=1393,West Africa,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,95830 km 2,http://blocgame.com/stats.php?id=44479,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,109k active personnel,15 ships,Persian Gulf War surplus,8 factories,Good,last online 2 hours ago,rankings.php?subregion=ama,BAMF,$13679 million,alliancestats.php?allianceid=1393,Amazonia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,196k active personnel,65 ships,Almost Modern,12 factories,Elite,last online 3 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$13634 million,alliancestats.php?allianceid=1568,West Africa,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=waf,74752 km 2,http://blocgame.com/stats.php?id=4816,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,219k active personnel,2 ships,Advanced,8 factories,Elite,last online 6 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13386 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,25953 km 2,http://blocgame.com/stats.php?id=39070,,
karkkarkia,karkkark,http://blocgame.com/alliancestats.php?allianceid=1580,299k active personnel,23 ships,Persian Gulf War surplus,13 factories,Standard,online now,rankings.php?subregion=sea,Brotherhood of Nod,$13230 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,79131 km 2,http://blocgame.com/stats.php?id=52816,,
Pickles,Pickles,http://blocgame.com/alliancestats.php?allianceid=1382,33k active personnel,25 ships,Persian Gulf War surplus,8 factories,Elite,last online 1 hours ago,rankings.php?subregion=sea,Non-Aligned Movement,$13283 million,alliancestats.php?allianceid=1382,Indochina,,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,26614 km 2,http://blocgame.com/stats.php?id=42911,,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,242k active personnel,26 ships,Persian Gulf War surplus,10 factories,Good,last online 24 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$13025 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=mes,63422 km 2,http://blocgame.com/stats.php?id=52906,,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,172k active personnel,21 ships,Persian Gulf War surplus,6 factories,Good,last online 18 hours ago,rankings.php?subregion=atl,BAMF,$12933 million,alliancestats.php?allianceid=1393,Atlas,,Very Powerful,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,127k active personnel,41 ships,Almost Modern,5 factories,Elite,last online 11 hours ago,rankings.php?subregion=con,BAMF,$12945 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Gandoria,zoneguy22,http://blocgame.com/alliancestats.php?allianceid=1568,178k active personnel,32 ships,Persian Gulf War surplus,5 factories,Elite,last online 3 hours ago,rankings.php?subregion=gra,Brotherhood of Zion,$12857 million,alliancestats.php?allianceid=1568,Gran Colombia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=gra,19833 km 2,http://blocgame.com/stats.php?id=50771,309 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,4k active personnel,22 ships,Almost Modern,9 factories,Elite,last online 1 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14881 million,alliancestats.php?allianceid=1644,East Africa,,Meagre,http://blocgame.com/rankings.php?subregion=eaf,42482 km 2,http://blocgame.com/stats.php?id=49249,,
Slavostan,Joe Tito-Hoxha,http://blocgame.com/alliancestats.php?allianceid=1595,170k active personnel,14 ships,Almost Modern,7 factories,Elite,online now,rankings.php?subregion=sea,The High Council,$12695 million,alliancestats.php?allianceid=1595,Indochina,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sea,25996 km 2,http://blocgame.com/stats.php?id=48188,,
Almania,Almanich,http://blocgame.com/alliancestats.php?allianceid=1580,321k active personnel,35 ships,Almost Modern,14 factories,Good,last online 15 hours ago,rankings.php?subregion=chi,Brotherhood of Nod,$12691 million,alliancestats.php?allianceid=1580,China,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,37527 km 2,http://blocgame.com/stats.php?id=51725,,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,256k active personnel,31 ships,Advanced,12 factories,Standard,last online 4 hours ago,rankings.php?subregion=ara,Wreckage brothers,$12710 million,alliancestats.php?allianceid=1599,Arabia,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,,
Rhod3sia,FreeMindInside,http://blocgame.com/alliancestats.php?allianceid=1568,274k active personnel,31 ships,Almost Modern,8 factories,Standard,last online 10 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,$12582 million,alliancestats.php?allianceid=1568,Southern Africa,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=saf,50846 km 2,http://blocgame.com/stats.php?id=52679,,
Large Man,LargeMan,http://blocgame.com/alliancestats.php?allianceid=1599,239k active personnel,44 ships,Persian Gulf War surplus,12 factories,Good,last online 1 hours ago,rankings.php?subregion=egy,Wreckage brothers,$12535 million,alliancestats.php?allianceid=1599,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,52624 km 2,http://blocgame.com/stats.php?id=52836,163 Mbbl,33 Tons
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1393,206k active personnel,43 ships,Persian Gulf War surplus,9 factories,Elite,last online 8 hours ago,rankings.php?subregion=car,BAMF,$12469 million,alliancestats.php?allianceid=1393,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,,
Ceti Alpha V,J. Dax,http://blocgame.com/alliancestats.php?allianceid=1595,146k active personnel,35 ships,Persian Gulf War surplus,7 factories,Elite,last online 4 hours ago,rankings.php?subregion=car,The High Council,$12385 million,alliancestats.php?allianceid=1595,Caribbean,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=car,29426 km 2,http://blocgame.com/stats.php?id=51185,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,237k active personnel,6 ships,Almost Modern,10 factories,Standard,last online 9 hours ago,rankings.php?subregion=chi,BAMF,$12377 million,alliancestats.php?allianceid=1393,China,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=chi,35221 km 2,http://blocgame.com/stats.php?id=56203,180 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,28 ships,Almost Modern,8 factories,Standard,last online 8 hours ago,rankings.php?subregion=pac,BAMF,$12302 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,178k active personnel,41 ships,Almost Modern,7 factories,Elite,last online 30 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$12315 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=con,45053 km 2,http://blocgame.com/stats.php?id=40579,,
Versail,Chairman,http://blocgame.com/alliancestats.php?allianceid=1644,10k active personnel,3 ships,Persian Gulf War surplus,3 factories,Elite,last online 7 hours ago,rankings.php?subregion=car,Inter/pol/,$10155 million,alliancestats.php?allianceid=1644,Caribbean,Untapped,Large,http://blocgame.com/rankings.php?subregion=car,17014 km 2,http://blocgame.com/stats.php?id=45646,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,264k active personnel,41 ships,Persian Gulf War surplus,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$12192 million,alliancestats.php?allianceid=1580,Pacific Rim,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,53147 km 2,http://blocgame.com/stats.php?id=35958,,
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,98k active personnel,16 ships,Persian Gulf War surplus,3 factories,Good,online now,rankings.php?subregion=ind,Wreckage brothers,$12103 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18326 km 2,http://blocgame.com/stats.php?id=45936,,
Kersumsos,Kersumsos,http://blocgame.com/alliancestats.php?allianceid=1393,198k active personnel,53 ships,Almost Modern,16 factories,Standard,last online 5 hours ago,rankings.php?subregion=chi,BAMF,$12134 million,alliancestats.php?allianceid=1393,China,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,92602 km 2,http://blocgame.com/stats.php?id=46317,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,78k active personnel,10 ships,Almost Modern,7 factories,Elite,last online 16 hours ago,rankings.php?subregion=ara,BAMF,$12080 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,,
Burlap,Stan Flightplan,http://blocgame.com/alliancestats.php?allianceid=1393,73k active personnel,12 ships,Almost Modern,5 factories,Good,last online 10 hours ago,rankings.php?subregion=sub,BAMF,$12037 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=sub,22699 km 2,http://blocgame.com/stats.php?id=54579,,
durkastan,ned kelly,http://blocgame.com/alliancestats.php?allianceid=1580,221k active personnel,48 ships,Persian Gulf War surplus,20 factories,Good,online now,rankings.php?subregion=ara,Brotherhood of Nod,$11906 million,alliancestats.php?allianceid=1580,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,121422 km 2,http://blocgame.com/stats.php?id=40488,,
Asmern,Barrenja,http://blocgame.com/alliancestats.php?allianceid=1580,94k active personnel,32 ships,Almost Modern,8 factories,Elite,online now,rankings.php?subregion=chi,Brotherhood of Nod,$11943 million,alliancestats.php?allianceid=1580,China,Near Depletion,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,28894 km 2,http://blocgame.com/stats.php?id=53700,,
Al-Petralia,El-Oil,,19k active personnel,22 ships,Persian Gulf War surplus,6 factories,Elite,last online 10 hours ago,rankings.php?subregion=ara,,$11921 million,,Arabia,Untapped,Powerful,http://blocgame.com/rankings.php?subregion=ara,23467 km 2,http://blocgame.com/stats.php?id=52484,,
