country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,uranium,region,territory,pageUrl,oil_reserves,reactor
Arsinoe,Sobek,http://blocgame.com/alliancestats.php?allianceid=1568,577k active personnel,55 ships,Advanced,21 factories,Elite,last online 11 hours ago,rankings.php?subregion=egy,Brotherhood of Zion,$23029 million,alliancestats.php?allianceid=1568,Egypt,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,76898 km 2,http://blocgame.com/stats.php?id=49868,,
Coccoladia,Ernesto Caprone,http://blocgame.com/alliancestats.php?allianceid=1401,228k active personnel,71 ships,Persian Gulf War surplus,14 factories,Standard,last online 9 hours ago,rankings.php?subregion=car,The Federal Colonies,$23046 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,27330 km 2,http://blocgame.com/stats.php?id=40289,,
Best Syria,Bashar Hafez al-Assad,http://blocgame.com/alliancestats.php?allianceid=1599,363k active personnel,64 ships,Persian Gulf War surplus,19 factories,Good,last online 8 hours ago,rankings.php?subregion=mes,Wreckage brothers,$26050 million,alliancestats.php?allianceid=1599,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,100842 km 2,http://blocgame.com/stats.php?id=52852,1237 Mbbl,
Gertralia,Guillermicus,http://blocgame.com/alliancestats.php?allianceid=1568,186k active personnel,63 ships,Persian Gulf War surplus,15 factories,Elite,last online 17 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$22530 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34928 km 2,http://blocgame.com/stats.php?id=45604,,
Briggs,General Armstrong,http://blocgame.com/alliancestats.php?allianceid=1568,168k active personnel,11 ships,Advanced,14 factories,Elite,last online 30 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$22430 million,alliancestats.php?allianceid=1568,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,34230 km 2,http://blocgame.com/stats.php?id=53442,,
German Reich,Frederick III,http://blocgame.com/alliancestats.php?allianceid=1393,240k active personnel,45 ships,Persian Gulf War surplus,15 factories,Elite,last online 21 hours ago,rankings.php?subregion=egy,BAMF,$22144 million,alliancestats.php?allianceid=1393,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,44421 km 2,http://blocgame.com/stats.php?id=49204,2599 Mbbl,
FreakTopia,Remington Steel,http://blocgame.com/alliancestats.php?allianceid=1393,440k active personnel,51 ships,Persian Gulf War surplus,19 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,BAMF,$21960 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,99560 km 2,http://blocgame.com/stats.php?id=45527,,
Whitey,Knee Grow,http://blocgame.com/alliancestats.php?allianceid=1568,239k active personnel,75 ships,Almost Modern,14 factories,Elite,last online 17 hours ago,rankings.php?subregion=waf,Brotherhood of Zion,$21812 million,alliancestats.php?allianceid=1568,West Africa,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,86699 km 2,http://blocgame.com/stats.php?id=4816,,10%
Minmaxia,Reanchi,http://blocgame.com/alliancestats.php?allianceid=1568,344k active personnel,47 ships,Advanced,15 factories,Elite,last online 9 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,$21132 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,47249 km 2,http://blocgame.com/stats.php?id=40270,,
HCLI,Kasper Hekmatyar,http://blocgame.com/alliancestats.php?allianceid=1393,95k active personnel,28 ships,Advanced,12 factories,Elite,online now,rankings.php?subregion=chi,BAMF,$21191 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,27241 km 2,http://blocgame.com/stats.php?id=46030,,
Mmhat,Homermustdie,http://blocgame.com/alliancestats.php?allianceid=1595,253k active personnel,51 ships,Almost Modern,10 factories,Good,last online 1 hours ago,rankings.php?subregion=ama,The High Council,$20700 million,alliancestats.php?allianceid=1595,Amazonia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=ama,29206 km 2,http://blocgame.com/stats.php?id=45846,,
Northmarch,Elroy,http://blocgame.com/alliancestats.php?allianceid=1568,285k active personnel,41 ships,Advanced,18 factories,Good,last online 53 hours ago,rankings.php?subregion=car,Brotherhood of Zion,$20800 million,alliancestats.php?allianceid=1568,Caribbean,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=car,43195 km 2,http://blocgame.com/stats.php?id=41629,,
Great Poverty,SamoGrrr,http://blocgame.com/alliancestats.php?allianceid=1568,399k active personnel,51 ships,Advanced,17 factories,Standard,last online 10 hours ago,rankings.php?subregion=congo,Brotherhood of Zion,$20546 million,alliancestats.php?allianceid=1568,Congo,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=congo,65491 km 2,http://blocgame.com/stats.php?id=52440,75 Mbbl,
kocksmashistan,negerus prime,http://blocgame.com/alliancestats.php?allianceid=1393,305k active personnel,51 ships,Persian Gulf War surplus,16 factories,Standard,last online 5 hours ago,rankings.php?subregion=sub,BAMF,$20314 million,alliancestats.php?allianceid=1393,The Subcontinent,Untapped,Powerful,,http://blocgame.com/rankings.php?subregion=sub,46508 km 2,http://blocgame.com/stats.php?id=49792,,
Shambala,Feranon,http://blocgame.com/alliancestats.php?allianceid=1580,259k active personnel,24 ships,Persian Gulf War surplus,12 factories,Elite,last online 19 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$20389 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,28432 km 2,http://blocgame.com/stats.php?id=41268,,
Mongolstan,Khan,http://blocgame.com/alliancestats.php?allianceid=1568,658k active personnel,73 ships,Advanced,35 factories,Standard,online now,rankings.php?subregion=chi,Brotherhood of Zion,$20358 million,alliancestats.php?allianceid=1568,China,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=chi,118941 km 2,http://blocgame.com/stats.php?id=47945,,
pelle,pelle,http://blocgame.com/alliancestats.php?allianceid=1393,458k active personnel,13 ships,Persian Gulf War surplus,20 factories,Elite,last online 1 hours ago,rankings.php?subregion=chi,BAMF,$20273 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,51183 km 2,http://blocgame.com/stats.php?id=52372,,
Cirno,jc99,http://blocgame.com/alliancestats.php?allianceid=1401,259k active personnel,52 ships,Advanced,12 factories,Good,online now,rankings.php?subregion=ind,The Federal Colonies,$19498 million,alliancestats.php?allianceid=1401,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,28182 km 2,http://blocgame.com/stats.php?id=43375,,
Iwasaki,Saeka Nogushi,http://blocgame.com/alliancestats.php?allianceid=1393,249k active personnel,49 ships,Persian Gulf War surplus,11 factories,Elite,last online 6 hours ago,rankings.php?subregion=pac,BAMF,$19311 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,50704 km 2,http://blocgame.com/stats.php?id=52235,,
Edtopia,Edgar,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,28 ships,Advanced,11 factories,Elite,last online 5 hours ago,rankings.php?subregion=mex,The Federal Colonies,$19349 million,alliancestats.php?allianceid=1401,Mesoamerica,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=mex,23265 km 2,http://blocgame.com/stats.php?id=249,,35%
Karat,TankGun,http://blocgame.com/alliancestats.php?allianceid=1401,103k active personnel,40 ships,Almost Modern,8 factories,Elite,last online 9 hours ago,rankings.php?subregion=car,The Federal Colonies,$18942 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,23712 km 2,http://blocgame.com/stats.php?id=45853,,
Falk,Seth,http://blocgame.com/alliancestats.php?allianceid=1401,100k active personnel,20 ships,Advanced,5 factories,Elite,last online 16 hours ago,rankings.php?subregion=pac,The Federal Colonies,$18274 million,alliancestats.php?allianceid=1401,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,14662 km 2,http://blocgame.com/stats.php?id=43574,329 Mbbl,5%
Ekodebota,tfwqtp2tlgf|;3,http://blocgame.com/alliancestats.php?allianceid=1599,10k active personnel,32 ships,Advanced,12 factories,Undisciplined Rabble,last online 15 hours ago,rankings.php?subregion=atl,Wreckage brothers,$14695 million,alliancestats.php?allianceid=1599,Atlas,,None,,http://blocgame.com/rankings.php?subregion=atl,63837 km 2,http://blocgame.com/stats.php?id=53422,,
Pooland,kurwa,http://blocgame.com/alliancestats.php?allianceid=1568,458k active personnel,18 ships,Persian Gulf War surplus,20 factories,Good,last online 1 hours ago,rankings.php?subregion=atl,Brotherhood of Zion,$17197 million,alliancestats.php?allianceid=1568,Atlas,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=atl,64773 km 2,http://blocgame.com/stats.php?id=49295,,
JucheBox,Lunin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,5 ships,Almost Modern,16 factories,Standard,last online 2 hours ago,rankings.php?subregion=chi,BAMF,$17194 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,44497 km 2,http://blocgame.com/stats.php?id=56203,,
Skhimm,Ept2415,http://blocgame.com/alliancestats.php?allianceid=1580,390k active personnel,65 ships,Advanced,15 factories,Elite,last online 2 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$17004 million,alliancestats.php?allianceid=1580,Persia,Plentiful,Very Powerful,25 Tons,http://blocgame.com/rankings.php?subregion=per,122025 km 2,http://blocgame.com/stats.php?id=52362,,
Gensokyo,DrKourin,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,51 ships,Persian Gulf War surplus,13 factories,Good,last online 3 hours ago,rankings.php?subregion=pac,BAMF,$17015 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=pac,29481 km 2,http://blocgame.com/stats.php?id=5212,,
Puella-Magia,Emily,http://blocgame.com/alliancestats.php?allianceid=1580,326k active personnel,48 ships,Persian Gulf War surplus,12 factories,Elite,last online 9 hours ago,rankings.php?subregion=pac,Brotherhood of Nod,$16523 million,alliancestats.php?allianceid=1580,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,61438 km 2,http://blocgame.com/stats.php?id=35958,,
MoonMania,MoonMan,http://blocgame.com/alliancestats.php?allianceid=1393,167k active personnel,24 ships,Persian Gulf War surplus,8 factories,Good,last online 17 hours ago,rankings.php?subregion=ama,BAMF,$16614 million,alliancestats.php?allianceid=1393,Amazonia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ama,36253 km 2,http://blocgame.com/stats.php?id=53650,,
deepfriedbutter,kittenSmasher,http://blocgame.com/alliancestats.php?allianceid=1835,179k active personnel,52 ships,Advanced,19 factories,Elite,last online 5 hours ago,rankings.php?subregion=waf,SPQR,$16420 million,alliancestats.php?allianceid=1835,West Africa,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=waf,106871 km 2,http://blocgame.com/stats.php?id=44479,,
nation name,alysdexia,http://blocgame.com/alliancestats.php?allianceid=1393,225k active personnel,25 ships,Persian Gulf War surplus,11 factories,Good,last online 16 hours ago,rankings.php?subregion=mes,BAMF,$16295 million,alliancestats.php?allianceid=1393,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,24459 km 2,http://blocgame.com/stats.php?id=49652,,
Argenwhite,Grecius,http://blocgame.com/alliancestats.php?allianceid=1580,219k active personnel,48 ships,Almost Modern,9 factories,Elite,last online 14 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$16282 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,53322 km 2,http://blocgame.com/stats.php?id=40579,,
JaMon,amschind,http://blocgame.com/alliancestats.php?allianceid=1401,150k active personnel,0 ships,Advanced,13 factories,Poor,last online 1 hours ago,rankings.php?subregion=car,The Federal Colonies,$16171 million,alliancestats.php?allianceid=1401,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45979 km 2,http://blocgame.com/stats.php?id=44573,,
Fapman,Fapman,http://blocgame.com/alliancestats.php?allianceid=1393,238k active personnel,51 ships,Advanced,14 factories,Good,last online 15 hours ago,rankings.php?subregion=ara,BAMF,$15983 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,4 Tons,http://blocgame.com/rankings.php?subregion=ara,93110 km 2,http://blocgame.com/stats.php?id=53748,,
Kalayaan,Fernindad E. Marcos,http://blocgame.com/alliancestats.php?allianceid=1393,239k active personnel,53 ships,Persian Gulf War surplus,10 factories,Elite,online now,rankings.php?subregion=pac,BAMF,$15566 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,79555 km 2,http://blocgame.com/stats.php?id=52349,435 Mbbl,
Canuckistan!!,Cosmic Canuck,http://blocgame.com/alliancestats.php?allianceid=1580,109k active personnel,23 ships,Persian Gulf War surplus,16 factories,Elite,last online 3 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15485 million,alliancestats.php?allianceid=1580,Persia,,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,103286 km 2,http://blocgame.com/stats.php?id=49526,,
Treehuggers,Treehugger,http://blocgame.com/alliancestats.php?allianceid=1594,321k active personnel,56 ships,Persian Gulf War surplus,21 factories,Elite,online now,rankings.php?subregion=egy,The Cartel,$15341 million,alliancestats.php?allianceid=1594,Egypt,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=egy,83104 km 2,http://blocgame.com/stats.php?id=42299,,
Celtic Nations,BigWilly526,http://blocgame.com/alliancestats.php?allianceid=1580,300k active personnel,43 ships,Persian Gulf War surplus,14 factories,Elite,last online 10 hours ago,rankings.php?subregion=per,Brotherhood of Nod,$15178 million,alliancestats.php?allianceid=1580,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,63487 km 2,http://blocgame.com/stats.php?id=7511,,
Tyrantia,Malakal,http://blocgame.com/alliancestats.php?allianceid=1595,248k active personnel,47 ships,Persian Gulf War surplus,15 factories,Standard,last online 7 hours ago,rankings.php?subregion=ind,The High Council,$15215 million,alliancestats.php?allianceid=1595,East Indies,Untapped,Very Powerful,3 Tons,http://blocgame.com/rankings.php?subregion=ind,59667 km 2,http://blocgame.com/stats.php?id=40238,,
Khuzestan,Georgy Zhukov,http://blocgame.com/alliancestats.php?allianceid=1401,229k active personnel,51 ships,Persian Gulf War surplus,11 factories,Elite,online now,rankings.php?subregion=per,The Federal Colonies,$15016 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=per,35604 km 2,http://blocgame.com/stats.php?id=48914,,
Skeenation,David Tomanka,http://blocgame.com/alliancestats.php?allianceid=1393,137k active personnel,49 ships,Persian Gulf War surplus,5 factories,Elite,last online 25 hours ago,rankings.php?subregion=con,BAMF,$15019 million,alliancestats.php?allianceid=1393,Southern Cone,Untapped,Very Powerful,1 Tons,http://blocgame.com/rankings.php?subregion=con,43180 km 2,http://blocgame.com/stats.php?id=40443,,
Vizio,linkbro,http://blocgame.com/alliancestats.php?allianceid=1393,209k active personnel,13 ships,Persian Gulf War surplus,8 factories,Elite,last online 4 hours ago,rankings.php?subregion=ara,BAMF,$14854 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,44239 km 2,http://blocgame.com/stats.php?id=39037,2585 Mbbl,
Biji Kurdistan,Myron2point0,http://blocgame.com/alliancestats.php?allianceid=1580,217k active personnel,34 ships,Persian Gulf War surplus,10 factories,Good,last online 53 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14842 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,64978 km 2,http://blocgame.com/stats.php?id=52906,717 Mbbl,
Potatoland,ThePotatoGuy,http://blocgame.com/alliancestats.php?allianceid=1382,199k active personnel,34 ships,Almost Modern,10 factories,Elite,last online 12 hours ago,rankings.php?subregion=car,Non-Aligned Movement,$14837 million,alliancestats.php?allianceid=1382,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,45507 km 2,http://blocgame.com/stats.php?id=53696,,
Deponia,PYZILEND,http://blocgame.com/alliancestats.php?allianceid=1393,180k active personnel,28 ships,Persian Gulf War surplus,11 factories,Elite,last online 13 hours ago,rankings.php?subregion=chi,BAMF,$14831 million,alliancestats.php?allianceid=1393,China,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=chi,41102 km 2,http://blocgame.com/stats.php?id=54760,460 Mbbl,
New-Rhodesia,Tito Van Ronnk,http://blocgame.com/alliancestats.php?allianceid=1644,155k active personnel,22 ships,Persian Gulf War surplus,7 factories,Good,last online 22 hours ago,rankings.php?subregion=eaf,Inter/pol/,$14752 million,alliancestats.php?allianceid=1644,East Africa,Near Depletion,Very Powerful,,http://blocgame.com/rankings.php?subregion=eaf,35402 km 2,http://blocgame.com/stats.php?id=49249,,
Al-Petralia,El-Oil,http://blocgame.com/alliancestats.php?allianceid=1393,108k active personnel,31 ships,Persian Gulf War surplus,8 factories,Elite,last online 17 hours ago,rankings.php?subregion=ara,BAMF,$14658 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,34559 km 2,http://blocgame.com/stats.php?id=52484,8445 Mbbl,
Lyranistan,Lyranistan,http://blocgame.com/alliancestats.php?allianceid=1580,251k active personnel,12 ships,Persian Gulf War surplus,12 factories,Good,last online 1 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,$14535 million,alliancestats.php?allianceid=1580,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,57655 km 2,http://blocgame.com/stats.php?id=56860,,
Greekrules,General Humphreys,http://blocgame.com/alliancestats.php?allianceid=1393,319k active personnel,45 ships,Persian Gulf War surplus,16 factories,Elite,last online 30 hours ago,rankings.php?subregion=ara,BAMF,$14515 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,85841 km 2,http://blocgame.com/stats.php?id=43351,3805 Mbbl,
See Aye Eh,BillWilson,http://blocgame.com/alliancestats.php?allianceid=1599,272k active personnel,51 ships,Advanced,13 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=ara,Wreckage brothers,$14405 million,alliancestats.php?allianceid=1599,Arabia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ara,40091 km 2,http://blocgame.com/stats.php?id=52844,3427 Mbbl,
South Park,cartman,http://blocgame.com/alliancestats.php?allianceid=1835,242k active personnel,51 ships,Persian Gulf War surplus,9 factories,Elite,last online 3 hours ago,rankings.php?subregion=car,SPQR,$14273 million,alliancestats.php?allianceid=1835,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,51110 km 2,http://blocgame.com/stats.php?id=228,10 Mbbl,
Robots,stormbot28,http://blocgame.com/alliancestats.php?allianceid=1599,151k active personnel,17 ships,Almost Modern,10 factories,Elite,last online 1 hours ago,rankings.php?subregion=car,Wreckage brothers,$15746 million,alliancestats.php?allianceid=1599,Caribbean,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=car,59054 km 2,http://blocgame.com/stats.php?id=40242,,
Hashashin,moffe,http://blocgame.com/alliancestats.php?allianceid=1644,244k active personnel,36 ships,Advanced,14 factories,Good,last online 8 hours ago,rankings.php?subregion=per,Inter/pol/,$14130 million,alliancestats.php?allianceid=1644,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,83239 km 2,http://blocgame.com/stats.php?id=54220,,
Pheonix,Shockwave,http://blocgame.com/alliancestats.php?allianceid=1401,182k active personnel,53 ships,Persian Gulf War surplus,12 factories,Good,last online 16 hours ago,rankings.php?subregion=per,The Federal Colonies,$14076 million,alliancestats.php?allianceid=1401,Persia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=per,37998 km 2,http://blocgame.com/stats.php?id=40311,2488 Mbbl,
Genowia,ThePole,http://blocgame.com/alliancestats.php?allianceid=1393,218k active personnel,28 ships,Persian Gulf War surplus,10 factories,Standard,last online 17 hours ago,rankings.php?subregion=pac,BAMF,$13966 million,alliancestats.php?allianceid=1393,Pacific Rim,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=pac,48327 km 2,http://blocgame.com/stats.php?id=50839,,
Scavia,nike1155,http://blocgame.com/alliancestats.php?allianceid=1568,199k active personnel,20 ships,Almost Modern,8 factories,Elite,last online 16 hours ago,rankings.php?subregion=con,Brotherhood of Zion,$13829 million,alliancestats.php?allianceid=1568,Southern Cone,Plentiful,Very Powerful,,http://blocgame.com/rankings.php?subregion=con,37531 km 2,http://blocgame.com/stats.php?id=52275,,
Bih,Fidel Baneo,http://blocgame.com/alliancestats.php?allianceid=1599,352k active personnel,36 ships,Persian Gulf War surplus,12 factories,Good,last online 31 hours ago,rankings.php?subregion=mex,Wreckage brothers,$13724 million,alliancestats.php?allianceid=1599,Mesoamerica,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mex,102949 km 2,http://blocgame.com/stats.php?id=53791,,
Alexandrastan,TWAIN,http://blocgame.com/alliancestats.php?allianceid=1401,214k active personnel,17 ships,Advanced,8 factories,Elite,last online 7 hours ago,rankings.php?subregion=mes,The Federal Colonies,$13724 million,alliancestats.php?allianceid=1401,Mesopotamia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=mes,25694 km 2,http://blocgame.com/stats.php?id=39070,2712 Mbbl,
Crimea,Hayro Khan,http://blocgame.com/alliancestats.php?allianceid=1393,148k active personnel,23 ships,Persian Gulf War surplus,6 factories,Elite,last online 12 hours ago,rankings.php?subregion=atl,BAMF,$13499 million,alliancestats.php?allianceid=1393,Atlas,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=atl,31052 km 2,http://blocgame.com/stats.php?id=2570,3268 Mbbl,5%
The Hegemony,Peter Wiggin,http://blocgame.com/alliancestats.php?allianceid=1644,218k active personnel,36 ships,Almost Modern,8 factories,Elite,last online 7 hours ago,rankings.php?subregion=gra,Inter/pol/,$13343 million,alliancestats.php?allianceid=1644,Gran Colombia,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=gra,38475 km 2,http://blocgame.com/stats.php?id=40840,,
South Grestin,Haenel,http://blocgame.com/alliancestats.php?allianceid=1580,195k active personnel,31 ships,Persian Gulf War surplus,8 factories,Elite,last online 10 hours ago,rankings.php?subregion=sea,Brotherhood of Nod,$13380 million,alliancestats.php?allianceid=1580,Indochina,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=sea,34166 km 2,http://blocgame.com/stats.php?id=46163,,5%
Casa del Nolano,jnolat09,http://blocgame.com/alliancestats.php?allianceid=1599,142k active personnel,15 ships,Persian Gulf War surplus,5 factories,Good,last online 16 hours ago,rankings.php?subregion=ind,Wreckage brothers,$13342 million,alliancestats.php?allianceid=1599,East Indies,Untapped,Very Powerful,,http://blocgame.com/rankings.php?subregion=ind,17783 km 2,http://blocgame.com/stats.php?id=45936,,
